Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime,Speaker_ID,Listener_ID,Relationship_ID,Has_Entities,Entities,Has_Dialogue_Acts,Dialogue_Acts,Dialogue_Act_Dimension,Dialogue_Act_Comm_Func
Fine. Youll-youll watch it on video when we get back.,Ross,neutral,neutral,15,2,11,2,4,23,"00:03:18,781","00:03:21,491",197,144,13,True,"[('You\x92ll-you\x92ll', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Fine. Youll-youll watch it on video when we get back.,Ross,neutral,neutral,16,0,11,2,4,23,"00:03:18,781","00:03:21,491",197,29,11,True,"[('You\x92ll-you\x92ll', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,Chandler,joy,positive,16,1,11,3,4,23,"00:03:22,869","00:03:25,704",29,197,11,True,"[('Phobo', 'PERSON'), ('Phewbedo', 'PERSON'), ('Phaybobo', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,Chandler,joy,positive,17,0,11,3,4,23,"00:03:22,869","00:03:25,704",29,178,3,True,"[('Phobo', 'PERSON'), ('Phewbedo', 'PERSON'), ('Phaybobo', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thank you.,Phoebe,neutral,neutral,17,1,11,4,4,23,"0:03:27,790","0:03:28,791",178,29,3,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Thank you.,Phoebe,neutral,neutral,17,2,11,5,4,23,"0:03:28,791","0:03:28,931",178,29,3,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Thank you.,Phoebe,neutral,neutral,18,0,11,4,4,23,"0:03:27,790","0:03:28,791",178,197,14,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Thank you.,Phoebe,neutral,neutral,18,1,11,5,4,23,"0:03:28,791","0:03:28,931",178,197,14,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
"All right, lets go! Bye, Pheebs!",Ross,joy,positive,18,2,11,6,4,23,"00:03:32,503","00:03:34,463",197,178,14,True,"[('Pheebs', 'PERSON')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
"All right, lets go! Bye, Pheebs!",Ross,joy,positive,19,0,11,6,4,23,"00:03:32,503","00:03:34,463",197,108,8,True,"[('Pheebs', 'PERSON')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
"Bye, Pheebs!",Joey,joy,positive,19,1,11,7,4,23,"00:03:34,631","00:03:36,340",108,197,8,True,"[('Bye', 'ORG'), ('Pheebs', 'ORG')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
London baby!!,Joey,joy,positive,19,2,11,8,4,23,"00:03:40,803","00:03:42,554",108,197,8,True,"[('London', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thank you.,Phoebe,neutral,neutral,20,0,11,4,4,23,"0:03:27,790","0:03:28,791",178,108,4,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Thank you.,Phoebe,neutral,neutral,20,1,11,5,4,23,"0:03:28,791","0:03:28,931",178,108,4,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
"Bye, Pheebs!",Joey,joy,positive,20,2,11,7,4,23,"00:03:34,631","00:03:36,340",108,178,4,True,"[('Bye', 'ORG'), ('Pheebs', 'ORG')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
London baby!!,Joey,joy,positive,20,3,11,8,4,23,"00:03:40,803","00:03:42,554",108,178,4,True,"[('London', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, do you need a hug? You dont have to bring me anything!",Phoebe,joy,positive,20,4,11,9,4,23,"00:03:44,849","00:03:51,563",178,108,4,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'PropQ'}]",Task,PropQ
Hey!,Chandler,neutral,neutral,21,0,12,0,6,4,"00:09:47,295","00:09:49,045",29,108,7,False,[],False,[],,
Hey! So Estelle lined up a bunch of auditions for me tomorrow and Ill have my health insurance back in no time.,Joey,joy,positive,21,1,12,1,6,4,"00:09:47,295","00:09:56,177",108,29,7,True,"[('Estelle', 'PERSON'), ('tomorrow', 'DATE'), ('I\x92ll', 'NORP')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Thats great, but shouldnt you be on the toilet right now?",Chandler,disgust,negative,21,2,12,2,6,4,"00:09:57,346","00:10:00,890",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What?!,Joey,surprise,negative,21,3,12,3,6,4,"0:10:04,312","0:10:05,647",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
Whats wrong with you?,Chandler,disgust,negative,21,4,12,4,6,4,"0:10:05,647","0:10:06,929",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Nothing!,Joey,neutral,neutral,21,5,12,5,6,4,"00:10:07,023","00:10:08,023",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, havent been able to stand up since.",Joey,fear,negative,21,6,12,6,6,4,"00:10:08,190","00:10:18,575",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"But um, I dont think its anything serious.",Joey,neutral,neutral,21,7,12,7,6,4,"00:10:18,743","00:10:21,536",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
This sounds like a hernia. You have toyou-you go to the doctor!,Chandler,surprise,negative,21,8,12,8,6,4,"00:10:21,704","00:10:24,706",29,108,7,True,"[('hernia', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"No way! Kay look, if I have to go to the doctor for anything its gonna be for this thing sticking out of my stomach!",Joey,fear,negative,21,9,12,9,6,4,"00:10:24,874","00:10:31,463",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thats a hernia.,Chandler,disgust,negative,21,10,12,10,6,4,"00:10:34,842","00:10:36,009",29,108,7,True,"[('hernia', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Why did I have to start working out again?  Damn you 15s!,Joey,anger,negative,21,11,12,11,6,4,"00:10:36,177","00:10:41,556",108,29,7,True,"[('15s', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I love your place! Where is this guy from?,Mona,joy,positive,22,0,13,0,8,8,"00:10:36,844","00:10:40,930",142,197,15,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Uh thats an eighteenth century Indian artifact from Calcutta.,Ross,neutral,neutral,22,1,13,1,8,8,"00:10:41,098","00:10:50,899",197,142,15,True,"[('that\x92s an eighteenth century', 'DATE'), ('Indian', 'NORP'), ('Calcutta', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh wow! So, youre more than just dinosaurs.",Mona,surprise,positive,22,2,13,2,8,8,"00:10:44,894","00:10:50,899",142,197,15,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
So much more.,Ross,neutral,neutral,22,3,13,3,8,8,"00:10:51,567","00:10:53,485",197,142,15,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, well to sum up, were having fun, you look young.",Ross,neutral,neutral,23,0,14,0,8,11,"00:13:42,112","00:13:53,456",197,142,15,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Okay,Mona,neutral,neutral,23,1,14,1,8,11,"00:13:57,253","00:14:00,171",142,197,15,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
But thats not enough. So Soheres a key to my apartment.,Ross,neutral,neutral,23,2,14,2,8,11,"00:13:57,253","00:14:06,135",197,142,15,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Really?!,Mona,surprise,positive,23,3,14,3,8,11,"0:14:12,184","0:14:14,986",142,197,15,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Really.,Ross,neutral,neutral,23,4,14,4,8,11,"0:14:14,986","0:14:15,320",197,142,15,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You dont think this is too fast.,Mona,neutral,neutral,23,5,14,5,8,11,"00:14:16,897","00:14:20,316",142,197,15,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Get Out!,Ross,anger,negative,24,0,15,0,9,23,"00:42:09,652","00:42:13,488",197,30,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ross, can I talk to you for a minute?",Charlie,neutral,neutral,24,1,15,1,9,23,"00:42:15,032","00:42:16,908",30,197,16,True,"[('Ross', 'PERSON'), ('a minute', 'TIME')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yes, please!  So, what's going on?",Ross,neutral,neutral,24,2,15,2,9,23,"00:42:17,117","00:42:23,998",197,30,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Uh, well... Joey and I broke up.",Charlie,sadness,negative,24,3,15,3,9,23,"00:42:26,126","00:42:29,754",30,197,16,True,"[('Joey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh my God, wh-what happened?",Ross,surprise,negative,24,4,15,4,9,23,"00:42:30,464","00:42:35,885",197,30,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,sadness,negative,24,5,15,5,9,23,"00:42:36,053","00:42:44,561",30,197,16,True,"[('Joey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I knew that was him!,Ross,anger,negative,24,6,15,6,9,23,"00:42:42,059","00:42:44,561",197,30,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Anyway I just, uh, I think it's for the best.",Charlie,sadness,negative,24,7,15,7,9,23,"00:42:46,313","00:42:50,108",30,197,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Hey, you ok?",Ross,neutral,neutral,24,8,15,8,9,23,"0:42:51,068","0:42:52,950",197,30,16,False,[],False,[],,
I guess.,Charlie,sadness,negative,24,9,15,9,9,23,"0:42:52,950","0:42:55,208",30,197,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,neutral,neutral,24,10,15,10,9,23,"00:42:57,866","00:43:05,915",30,197,16,True,"[('Joey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I started to realize that I was having feelings for someone  else.,Charlie,neutral,neutral,24,11,15,11,9,23,"00:43:06,667","00:43:12,547",30,197,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, professor Clerk we're kind of in the middle of a conversation, here.",Ross,neutral,neutral,24,12,15,13,9,23,"00:43:19,388","00:43:22,765",197,30,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, can you guys just throw him in the pool later?",Charlie,neutral,neutral,24,13,15,14,9,23,"0:43:22,933","0:43:24,905",30,197,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ok, gentlemen!",Ross,anger,negative,24,14,15,16,9,23,"0:43:27,187","0:43:28,147",197,30,16,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Please!,Ross,anger,negative,24,15,15,17,9,23,"0:43:28,147","0:43:28,699",197,30,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Aren't we a little old for this?,Ross,anger,negative,24,16,15,18,9,23,"0:43:28,699","0:43:30,985",197,30,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I mean, we're scientists, right?",Ross,neutral,neutral,24,17,15,19,9,23,"0:43:31,066","0:43:32,788",197,30,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
We're academics.,Ross,anger,negative,24,18,15,20,9,23,"0:43:32,788","0:43:33,798",197,30,16,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
And most importantly I... you-you will have to catch us first.,Ross,joy,positive,24,19,15,21,9,23,"00:43:33,902","00:43:37,780",197,30,16,True,"[('first', 'ORDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"GO, GO, GO!",Ross,joy,positive,24,20,15,22,9,23,"00:43:37,948","00:43:40,366",197,30,16,True,"[('GO', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I guess.,Charlie,sadness,negative,25,0,15,9,9,23,"0:42:52,950","0:42:55,208",30,171,17,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,neutral,neutral,25,1,15,10,9,23,"00:42:57,866","00:43:05,915",30,171,17,True,"[('Joey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I started to realize that I was having feelings for someone  else.,Charlie,neutral,neutral,25,2,15,11,9,23,"00:43:06,667","00:43:12,547",30,171,17,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",Paleontologist,neutral,neutral,25,3,15,12,9,23,"00:43:14,174","00:43:19,220",171,30,17,True,"[('Last day', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",Paleontologist,neutral,neutral,26,0,15,12,9,23,"00:43:14,174","00:43:19,220",171,197,18,True,"[('Last day', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, professor Clerk we're kind of in the middle of a conversation, here.",Ross,neutral,neutral,26,1,15,13,9,23,"00:43:19,388","00:43:22,765",197,171,18,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ok, gentlemen!",Ross,anger,negative,26,2,15,16,9,23,"0:43:27,187","0:43:28,147",197,171,18,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Please!,Ross,anger,negative,26,3,15,17,9,23,"0:43:28,147","0:43:28,699",197,171,18,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Aren't we a little old for this?,Ross,anger,negative,26,4,15,18,9,23,"0:43:28,699","0:43:30,985",197,171,18,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I mean, we're scientists, right?",Ross,neutral,neutral,26,5,15,19,9,23,"0:43:31,066","0:43:32,788",197,171,18,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
We're academics.,Ross,anger,negative,26,6,15,20,9,23,"0:43:32,788","0:43:33,798",197,171,18,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
And most importantly I... you-you will have to catch us first.,Ross,joy,positive,26,7,15,21,9,23,"00:43:33,902","00:43:37,780",197,171,18,True,"[('first', 'ORDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"GO, GO, GO!",Ross,joy,positive,26,8,15,22,9,23,"00:43:37,948","00:43:40,366",197,171,18,True,"[('GO', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I guess.,Charlie,sadness,negative,27,0,15,9,9,23,"0:42:52,950","0:42:55,208",30,184,19,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,neutral,neutral,27,1,15,10,9,23,"00:42:57,866","00:43:05,915",30,184,19,True,"[('Joey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I started to realize that I was having feelings for someone  else.,Charlie,neutral,neutral,27,2,15,11,9,23,"00:43:06,667","00:43:12,547",30,184,19,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, can you guys just throw him in the pool later?",Charlie,neutral,neutral,27,3,15,14,9,23,"0:43:22,933","0:43:24,905",30,184,19,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Or we could throw you both in,Professore Clerk,joy,positive,27,4,15,15,9,23,"0:43:24,905","0:43:27,073",184,30,19,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
Or we could throw you both in,Professore Clerk,joy,positive,28,0,15,15,9,23,"0:43:24,905","0:43:27,073",184,197,20,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
"Ok, gentlemen!",Ross,anger,negative,28,1,15,16,9,23,"0:43:27,187","0:43:28,147",197,184,20,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Please!,Ross,anger,negative,28,2,15,17,9,23,"0:43:28,147","0:43:28,699",197,184,20,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Aren't we a little old for this?,Ross,anger,negative,28,3,15,18,9,23,"0:43:28,699","0:43:30,985",197,184,20,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
